Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-01-13;10:19:39
22.3;;22.5;;61.19;;12.22
22.8;;23.3;;60.78;;8.35
22.3;;22.7;;60.70;;7.99
22.3;;22.6;;61.19;;8.95

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;535.17;062.85;158.142
001;614.57;054.21;122.106
002;538.42;061.44;126.318
003;614.26;058.66;124.785
004;542.29;059.17;126.764
005;611.79;058.69;123.767
006;536.53;056.04;118.596
007;602.32;054.71;120.242
008;533.43;060.17;126.666
009;596.61;059.48;127.971
010;525.56;061.45;131.100
011;611.49;059.53;132.509
012;534.84;060.09;126.879
013;612.73;056.69;122.647
014;536.53;057.68;120.265
015;616.29;058.98;124.819
016;543.64;057.30;119.242
017;608.48;057.79;122.857
018;544.77;059.74;129.468
019;614.35;053.83;114.806
020;536.60;059.93;119.513
021;611.16;055.41;122.037
022;537.92;060.96;137.086
023;605.20;058.74;129.792
024;542.17;062.16;135.347
025;596.89;057.98;136.755
026;527.79;057.13;131.097
027;603.67;058.03;137.532
028;538.04;061.82;139.690
029;596.08;060.11;146.782
030;536.80;060.25;144.122
031;601.32;059.08;145.676
032;540.39;059.12;146.631
033;608.10;061.48;154.502
034;540.63;059.55;146.351
035;600.68;059.69;155.130
036;535.38;059.55;152.541
037;602.62;057.82;151.578
038;546.83;062.85;155.895
039;605.85;058.19;152.857
040;539.70;060.94;158.888
041;600.40;058.98;154.919
042;535.34;061.00;154.691
043;605.87;056.79;148.082
044;548.14;061.91;158.432
045;600.41;059.43;155.228
046;536.29;060.67;157.450
047;609.08;059.82;158.566
048;542.50;063.44;167.348
049;602.06;059.34;166.561
050;536.61;062.04;161.572
051;606.72;056.36;150.813
052;548.07;057.51;150.262
053;602.78;058.10;153.321
054;548.54;060.13;160.508
055;612.87;061.13;166.501
056;537.20;061.11;144.125
057;614.13;059.90;150.115
058;536.07;059.08;150.186
059;606.86;058.03;148.771
060;550.53;061.44;144.364
061;596.32;062.40;140.431
062;543.21;062.32;134.825
063;595.60;057.48;122.176
064;641.85;062.33;123.600
065;564.28;058.71;127.419
066;641.47;061.07;135.217
067;553.23;061.78;133.593
068;638.14;063.17;138.822
069;557.34;063.22;138.630
070;635.69;059.97;138.414
071;557.85;062.48;132.715
072;643.03;058.90;129.043
073;555.03;060.66;127.133
074;633.49;062.01;134.354
075;570.09;063.37;136.606
076;641.18;061.98;139.441
077;559.47;062.10;139.974
078;634.18;061.13;140.003
079;557.30;064.14;143.190
080;636.46;064.07;148.053
081;567.52;064.15;139.242
082;631.01;059.57;135.894
083;566.00;063.72;137.865
084;638.09;066.14;139.419
085;563.34;061.87;132.068
086;631.62;060.13;131.369
087;567.57;061.26;130.675
088;651.42;060.10;132.090
089;562.75;063.65;141.230
090;628.34;061.17;138.821
091;555.50;061.76;133.438
092;639.95;061.16;132.982
093;572.02;061.94;128.228
094;634.54;063.71;129.711
095;571.24;061.23;126.058
096;642.35;059.51;122.790
097;560.53;061.90;122.306
098;635.58;057.67;111.842
099;566.82;062.25;117.915
100;643.21;059.55;112.964
101;559.89;062.53;118.167
102;632.57;061.93;116.601
103;566.24;062.29;112.766
104;638.89;061.43;112.041
105;560.10;062.12;109.461
106;636.33;060.33;112.608
107;563.00;061.22;107.933
108;652.49;061.05;109.715
109;553.69;063.74;109.983
110;632.04;062.28;111.678
111;551.27;062.84;109.852
112;641.84;062.39;108.046
113;556.63;063.82;111.771
114;646.53;060.34;103.672
115;557.28;060.24;105.162
116;633.15;062.51;105.527
117;563.93;060.78;99.701
118;631.79;061.21;99.381
119;559.81;063.31;98.661
120;639.83;061.13;104.799
121;557.45;063.21;104.617
122;640.47;062.43;103.595
123;551.17;061.28;99.495
124;635.42;059.91;98.509
125;558.02;063.85;102.268
126;633.37;063.39;102.474
127;564.77;063.56;99.145
128;571.79;059.06;89.338
129;556.29;061.14;92.547
130;583.64;057.80;92.221
131;553.55;060.46;89.541
132;580.78;057.74;90.484
133;553.02;059.66;91.075
134;569.53;055.99;87.823
135;553.99;058.03;86.347
136;579.12;058.02;93.175
137;543.17;058.04;88.567
138;578.45;058.52;92.441
139;553.33;062.42;92.871
140;588.80;058.66;87.389
141;557.53;058.64;87.291
142;577.66;057.37;88.231
143;541.20;060.12;88.901
