Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-01-13;09:55:20
22.0;;22.3;;61.19;;12.22
22.6;;23.1;;60.80;;7.99
22.0;;22.5;;60.70;;8.11
22.0;;22.4;;61.19;;9.07

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;526.81;063.71;423.729
001;607.81;055.29;314.490
002;531.27;062.33;319.489
003;608.41;058.44;319.313
004;532.97;060.17;320.673
005;605.11;058.93;314.305
006;528.58;057.00;301.196
007;595.01;055.31;306.139
008;524.05;060.89;323.318
009;589.58;059.50;330.883
010;516.63;062.13;334.888
011;603.55;060.26;337.547
012;525.18;061.06;326.552
013;605.78;057.32;315.410
014;527.90;058.00;310.730
015;608.46;059.18;325.480
016;535.13;057.46;308.897
017;600.66;057.55;323.629
018;536.71;060.93;328.175
019;606.83;054.12;297.834
020;528.40;060.81;309.022
021;603.70;055.04;319.900
022;528.06;062.29;355.719
023;597.76;059.14;337.876
024;532.61;062.32;355.560
025;589.03;059.18;351.250
026;519.82;057.36;342.412
027;595.01;059.05;357.698
028;528.53;062.88;366.106
029;590.18;062.27;368.102
030;527.20;061.23;376.216
031;593.39;060.05;374.909
032;532.06;060.10;378.720
033;601.26;062.27;399.418
034;531.01;060.91;381.059
035;593.90;060.60;399.401
036;528.05;059.74;396.241
037;596.19;058.47;391.597
038;538.57;063.98;403.688
039;600.53;059.07;389.910
040;531.49;061.25;413.906
041;594.51;059.99;396.343
042;527.22;062.38;400.077
043;598.34;057.48;384.956
044;539.15;063.17;410.467
045;594.55;060.10;405.727
046;528.35;061.03;406.168
047;602.23;060.73;412.683
048;533.65;064.67;435.705
049;594.43;060.87;431.789
050;528.59;061.83;429.828
051;600.31;056.03;402.006
052;539.49;058.46;398.152
053;597.58;058.35;403.653
054;541.15;061.06;420.264
055;605.72;062.25;434.559
056;530.60;061.59;384.531
057;609.00;060.35;395.540
058;529.36;060.12;394.500
059;600.17;059.82;384.444
060;544.52;062.45;381.670
061;589.08;062.76;378.177
062;536.84;062.46;361.731
063;589.04;058.28;325.592
064;632.75;062.60;331.402
065;560.65;060.27;332.342
066;631.23;062.23;356.012
067;547.91;062.61;358.679
068;630.14;064.23;370.826
069;551.88;063.93;368.432
070;627.78;061.14;371.374
071;551.94;063.17;358.206
072;633.45;060.24;343.814
073;548.35;061.83;342.039
074;622.63;062.83;367.229
075;565.53;063.88;371.114
076;632.56;062.58;374.601
077;554.65;063.35;372.770
078;623.77;061.95;375.089
079;550.51;064.99;388.209
080;626.53;064.98;399.579
081;562.06;064.67;380.222
082;620.89;061.22;364.593
083;559.12;064.65;371.829
084;628.74;066.22;384.193
085;556.26;062.44;362.518
086;623.84;060.12;360.188
087;558.78;061.69;361.208
088;640.14;061.44;362.247
089;554.49;064.70;385.963
090;620.10;062.23;372.909
091;548.88;062.37;368.516
092;629.94;063.21;357.717
093;564.15;062.58;352.632
094;624.66;064.28;361.327
095;564.75;061.85;345.238
096;632.71;060.32;337.547
097;552.55;062.56;341.257
098;625.18;058.49;311.240
099;559.37;063.57;324.168
100;633.02;060.52;318.500
101;551.98;063.45;327.131
102;621.65;063.46;324.533
103;558.14;063.16;318.884
104;629.18;062.22;313.299
105;552.18;063.48;306.368
106;626.43;062.15;310.173
107;554.13;062.23;306.092
108;642.77;061.63;313.370
109;545.30;063.50;316.001
110;623.11;063.05;313.024
111;542.82;064.25;310.993
112;633.00;062.37;310.034
113;548.28;065.22;316.748
114;637.35;060.89;298.122
115;549.38;061.95;291.659
116;623.67;063.98;297.025
117;555.80;060.84;287.648
118;622.72;061.48;286.694
119;550.15;063.60;285.030
120;631.70;062.17;298.764
121;549.13;064.11;297.288
122;631.66;063.01;296.790
123;541.91;061.40;288.588
124;627.82;060.03;287.880
125;550.05;064.91;292.491
126;625.70;063.67;293.794
127;556.82;064.75;285.106
128;565.22;059.84;256.786
129;551.25;061.46;265.543
130;577.83;058.93;262.056
131;548.72;061.32;258.221
132;574.47;058.31;261.968
133;547.59;060.27;263.183
134;563.02;056.83;255.528
135;549.43;057.98;250.864
136;572.33;058.73;264.018
137;537.90;058.99;256.162
138;572.43;059.50;264.602
139;548.17;063.53;267.100
140;581.99;058.03;258.011
141;551.56;060.17;250.668
142;571.42;057.49;254.101
143;535.50;061.24;255.191
144;576.74;059.08;261.715
145;552.38;058.05;243.551
146;575.20;059.01;255.384
147;544.63;058.25;252.155
148;577.28;059.24;262.236
149;546.91;060.67;261.075
150;573.65;059.78;268.692
151;543.16;057.70;245.399
152;572.76;057.88;254.072
153;551.21;058.85;253.022
154;574.88;055.87;252.784
155;547.99;060.08;260.339
156;569.73;057.97;256.400
157;546.58;061.17;273.855
158;571.86;058.21;269.409
159;543.80;058.46;260.069
160;588.82;057.51;269.243
161;549.35;061.37;267.822
162;566.56;056.15;258.413
163;550.18;063.28;273.705
164;572.46;057.67;274.139
165;539.87;059.09;273.114
166;574.95;055.66;272.416
167;542.81;061.04;285.792
168;576.12;058.11;281.053
169;542.69;062.53;294.742
170;584.44;055.12;279.126
171;533.59;059.79;284.188
172;579.27;056.30;272.165
173;543.89;057.81;278.471
174;572.10;055.20;270.213
175;547.61;058.17;273.668
176;569.05;056.72;280.876
177;545.71;059.24;284.127
178;574.17;058.77;283.236
179;544.85;059.23;283.401
180;576.49;055.06;271.129
181;545.44;061.10;278.965
182;577.26;056.98;280.923
183;543.88;060.48;272.310
184;588.13;057.33;263.502
185;548.05;055.98;254.257
186;579.50;057.46;266.041
187;541.10;059.36;262.161
188;582.69;059.93;266.158
189;544.15;061.03;259.140
190;576.89;059.06;257.117
191;542.36;059.73;251.206
192;516.99;062.96;250.505
193;609.50;061.48;254.047
194;522.99;062.46;256.681
195;635.38;061.94;266.636
196;522.05;061.53;273.118
197;608.30;058.53;264.385
198;518.96;061.52;276.056
199;596.72;060.11;273.320
200;522.17;061.12;278.009
201;597.34;059.94;277.313
202;522.18;059.15;288.925
203;607.77;060.85;288.787
204;527.24;063.15;290.852
205;608.19;060.37;294.667
206;524.27;060.02;291.895
207;605.69;059.89;299.703
208;528.05;062.04;298.101
209;600.77;062.18;299.543
210;525.52;060.84;297.558
211;599.09;061.62;301.875
212;523.60;061.62;313.549
213;595.67;058.80;300.200
214;523.04;061.81;302.246
215;601.98;059.15;307.637
216;520.37;062.17;300.945
217;610.59;060.58;300.875
218;517.83;060.02;298.075
219;601.56;059.71;299.567
220;517.23;060.78;296.321
221;609.42;059.68;293.986
222;521.85;063.10;289.053
223;594.17;059.82;280.564
224;511.84;062.10;286.742
225;593.81;060.07;284.779
226;518.47;060.84;285.143
227;595.59;061.07;277.700
228;518.75;060.03;284.453
229;599.69;060.28;291.222
230;527.13;062.73;295.700
231;596.52;060.05;288.493
232;511.50;062.21;294.015
233;600.70;061.34;294.514
234;519.40;060.14;289.652
235;613.45;059.74;295.138
236;525.00;063.83;296.560
237;590.69;058.29;285.994
238;520.42;062.47;291.442
239;598.37;060.19;288.691
240;516.22;060.86;291.316
241;599.42;058.12;293.788
242;527.75;062.22;300.432
243;593.25;060.95;296.939
244;528.26;062.44;299.018
245;605.63;061.78;294.549
246;518.51;062.36;306.297
247;598.01;062.21;304.669
248;516.45;060.71;297.468
249;586.72;059.17;299.863
250;524.24;062.32;310.941
251;602.01;058.89;304.183
252;531.86;063.38;309.375
253;606.94;061.66;311.460
254;517.84;062.80;326.678
255;590.95;061.63;317.570
256;561.90;062.18;364.388
257;623.03;063.06;385.108
258;565.98;061.07;380.509
259;617.27;063.18;383.389
260;563.51;061.91;385.167
261;610.49;061.90;376.759
262;562.12;063.30;390.341
263;618.12;062.98;373.658
264;559.35;060.11;371.513
265;611.77;062.19;379.888
266;552.94;063.57;389.068
267;619.73;062.17;380.941
268;556.44;062.33;388.043
269;615.99;063.66;390.951
270;559.40;062.74;381.183
271;617.94;061.27;372.084
