Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-01-13;09:40:04
21.8;;22.1;;61.19;;12.22
22.4;;22.9;;60.80;;8.23
21.8;;22.3;;60.70;;7.74
21.8;;22.2;;61.19;;9.44

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;529.12;064.50;319.550
001;609.43;055.64;248.448
002;532.14;062.24;264.721
003;609.34;058.81;261.503
004;535.76;059.79;268.344
005;606.29;059.04;262.679
006;530.02;056.61;255.751
007;596.43;055.99;252.273
008;526.95;061.44;269.307
009;591.18;059.64;277.538
010;519.66;061.60;286.509
011;605.65;060.87;282.828
012;528.51;061.34;276.455
013;606.84;057.74;266.344
014;531.11;058.70;262.426
015;610.64;059.78;275.563
016;537.45;057.88;263.894
017;602.22;057.96;277.403
018;538.96;060.81;282.883
019;607.78;054.58;254.929
020;531.44;060.95;261.386
021;605.27;055.95;268.235
022;531.68;062.20;300.614
023;599.42;058.80;287.800
024;535.54;063.04;298.815
025;590.64;059.75;296.133
026;521.90;057.67;289.937
027;597.39;059.24;303.156
028;532.42;062.71;312.870
029;590.00;062.18;319.988
030;530.51;061.32;320.610
031;593.90;059.38;326.241
032;534.49;060.06;324.967
033;602.31;062.87;340.989
034;535.39;060.85;327.063
035;594.54;059.95;350.570
036;529.35;060.45;341.012
037;597.07;058.72;337.854
038;542.44;063.91;348.173
039;600.26;059.03;341.259
040;534.97;061.96;357.129
041;593.84;060.50;345.680
042;529.97;062.32;349.150
043;600.37;057.79;335.904
044;543.89;062.57;362.619
045;595.57;060.03;357.592
046;530.31;061.23;359.815
047;603.04;060.58;366.134
048;536.52;064.25;385.386
049;597.12;060.51;382.644
050;533.24;061.45;382.030
051;600.18;056.73;357.283
052;543.73;058.24;352.182
053;598.45;058.69;357.441
054;544.62;061.77;368.490
055;608.46;062.30;384.468
056;533.22;061.50;339.718
057;609.67;060.59;348.524
058;530.01;061.02;345.770
059;602.39;059.41;337.903
060;545.64;062.25;341.213
061;593.67;063.61;322.194
062;538.61;062.52;318.016
063;590.93;058.61;284.076
064;636.70;062.50;279.806
065;562.26;060.16;288.832
066;635.54;061.95;309.505
067;550.77;062.55;306.409
068;632.47;063.69;319.787
069;554.65;063.32;314.783
070;628.34;061.95;314.182
