Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-01-13;09:40:40
21.8;;22.1;;61.19;;12.22
22.4;;22.9;;60.78;;8.35
21.8;;22.3;;60.72;;7.87
21.8;;22.2;;61.19;;8.95

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;535.66;063.59;144.516
001;613.99;055.04;114.544
002;538.75;062.12;120.431
003;614.10;058.41;119.441
004;543.46;059.14;120.677
005;611.31;058.66;119.373
006;537.41;056.35;115.286
007;602.16;055.76;114.544
008;534.36;061.25;121.975
009;596.49;059.05;126.604
010;526.41;061.10;129.712
011;611.35;060.75;127.500
012;535.32;060.56;126.585
013;612.39;058.14;120.384
014;537.27;058.08;121.640
015;615.62;059.69;126.469
016;544.38;057.96;119.735
017;608.31;057.85;125.407
018;546.00;060.29;128.274
019;614.11;054.23;116.636
020;537.74;060.47;118.693
021;610.82;055.17;122.868
022;538.71;061.77;135.773
023;605.18;058.80;129.696
024;543.07;062.68;134.919
025;596.60;058.45;136.274
026;528.49;057.76;131.719
027;602.98;058.86;138.147
028;538.73;062.28;141.749
029;595.37;061.70;146.276
030;537.44;060.25;147.190
031;600.86;059.06;147.994
032;541.23;059.88;147.854
033;607.76;061.70;156.562
034;541.27;060.13;151.667
035;600.16;060.74;157.265
036;536.51;058.90;158.535
037;601.88;058.43;155.060
038;547.95;063.49;159.945
039;605.91;059.46;153.357
040;540.83;061.61;162.404
041;600.26;060.07;158.455
042;535.23;062.08;160.591
043;605.62;057.07;155.900
044;548.50;062.70;164.854
045;600.03;059.36;165.112
046;536.93;060.33;164.451
047;608.77;060.65;166.954
048;543.04;063.97;176.442
049;601.40;060.79;174.128
050;537.69;061.05;174.675
051;606.62;056.46;161.575
052;549.00;058.72;157.165
053;603.05;058.99;162.782
054;549.67;061.30;168.900
055;613.14;061.11;179.770
056;538.23;061.52;152.964
057;614.16;060.01;161.588
058;536.78;059.97;159.767
059;606.43;058.87;157.577
060;551.85;062.09;153.823
061;596.00;062.69;152.227
062;544.46;063.24;144.207
063;595.71;058.21;131.092
064;642.57;062.73;128.108
065;565.30;059.93;131.020
066;642.07;061.31;141.530
067;554.26;061.98;140.603
068;638.75;063.74;144.121
069;558.72;063.56;141.210
070;636.08;061.38;142.297
071;558.99;063.03;135.359
072;643.48;060.13;129.184
073;555.91;061.01;130.910
074;633.16;062.06;139.513
075;571.41;063.36;140.754
076;641.60;062.08;140.073
077;560.26;063.25;140.502
078;634.99;061.65;139.289
079;558.51;063.89;144.739
080;637.03;064.53;147.902
081;569.16;064.68;137.852
082;631.33;060.31;134.623
083;567.07;063.81;137.200
084;638.37;065.58;140.826
085;564.40;062.44;130.655
086;632.23;059.93;130.183
087;568.82;061.21;128.134
088;652.05;060.28;130.173
089;563.82;064.86;135.095
090;628.98;061.93;133.836
091;556.38;062.37;130.555
092;640.19;062.75;126.654
093;573.21;062.23;123.924
094;634.58;063.30;128.837
095;572.01;062.16;121.238
096;642.61;059.62;117.357
097;561.58;061.92;118.303
098;636.06;058.00;106.096
099;567.89;063.37;111.516
100;643.17;059.93;107.570
101;561.11;064.05;109.472
102;633.04;063.17;108.926
103;566.91;062.58;107.488
104;639.20;062.19;103.851
105;561.12;063.08;102.350
106;636.70;061.82;103.295
107;563.92;061.19;102.999
108;652.81;062.22;101.013
109;554.66;063.51;103.972
110;632.37;062.92;104.491
111;552.41;063.53;101.628
112;642.47;062.20;102.175
113;557.39;064.04;105.491
114;646.84;059.95;98.588
115;558.41;061.22;96.814
116;633.25;063.41;97.949
117;564.96;059.95;95.490
118;632.14;061.33;94.235
