Comment


Housekeeping
temperature low range;temperature high range;voltage;current
16-11-22;12:03:20
23.2;;23.4;;61.17;;12.58
23.7;;24.1;;60.80;;8.35
23.2;;23.6;;60.70;;8.35
23.2;;23.5;;61.19;;9.07

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;533.92;063.39;133.210
001;613.71;053.93;137.267
002;536.72;060.60;149.004
003;614.71;056.83;149.950
004;541.63;058.65;147.441
005;611.17;057.72;150.701
006;535.50;055.89;145.357
007;601.97;054.47;145.436
008;532.84;059.65;155.232
009;596.34;058.11;158.190
010;524.66;060.35;159.899
011;611.12;059.24;161.434
012;533.80;060.03;159.870
013;612.55;056.39;155.204
014;535.33;056.97;154.670
015;615.76;057.88;157.102
016;542.76;056.82;150.062
017;608.06;056.14;152.056
018;544.06;059.59;156.283
019;613.69;053.08;147.671
020;536.31;059.41;159.259
021;610.54;054.48;150.453
022;536.96;061.12;164.055
023;604.49;057.71;161.526
024;541.70;062.35;164.927
025;596.12;057.94;162.051
026;526.92;055.92;157.947
027;602.53;057.59;165.177
028;536.63;060.17;173.711
029;595.47;060.08;171.187
030;535.69;059.13;167.909
031;601.02;058.09;163.135
032;539.25;058.06;164.742
033;607.48;061.06;174.314
034;539.35;058.46;168.526
035;600.14;058.98;170.650
036;534.65;058.34;165.462
037;601.68;057.00;163.268
038;546.03;061.21;170.648
039;605.51;057.18;163.881
040;538.84;059.64;169.144
041;599.93;058.86;163.718
042;533.59;061.14;168.288
043;605.40;055.98;159.568
044;546.79;061.07;170.355
045;599.39;058.58;167.975
046;535.01;059.20;166.627
047;608.58;058.80;167.063
048;541.63;062.96;174.880
049;601.46;059.03;172.715
050;535.71;059.64;172.795
051;605.87;054.70;163.379
052;547.11;056.74;157.228
053;602.61;057.84;165.558
054;547.47;059.82;178.200
055;612.25;060.35;186.004
056;536.34;060.08;178.726
057;614.46;058.82;176.918
058;535.50;058.54;173.148
059;606.46;057.93;172.633
060;550.55;060.85;174.130
061;596.18;061.54;174.028
062;542.57;061.08;172.855
063;595.77;056.88;161.777
064;639.60;060.96;164.906
065;562.68;058.02;161.726
066;639.46;060.04;167.858
067;552.91;061.03;173.989
068;635.87;062.22;180.394
069;555.57;062.24;171.173
070;633.24;059.95;170.700
071;555.67;061.17;170.859
072;640.63;058.35;169.060
073;552.94;059.99;166.868
074;630.18;061.22;179.321
075;568.71;061.86;179.223
076;638.25;060.99;179.349
077;556.80;061.69;178.029
078;632.01;060.12;174.015
079;555.18;063.31;176.458
080;634.17;063.61;179.928
081;565.86;063.19;178.600
082;628.03;059.12;175.117
083;563.77;063.21;180.037
084;635.50;064.60;185.293
085;561.46;061.00;173.837
086;629.64;058.48;172.260
087;565.48;060.17;169.300
088;649.38;059.83;172.260
089;560.41;063.80;176.456
090;626.91;060.96;171.375
091;553.27;061.23;172.945
092;637.59;061.05;176.734
093;569.67;061.12;176.160
094;631.84;063.43;185.346
095;568.90;060.35;179.242
096;640.18;058.78;171.513
097;558.20;061.48;173.813
098;633.49;056.71;162.547
099;564.42;062.37;165.553
100;640.67;058.86;164.156
101;557.88;061.79;170.382
102;630.05;062.27;167.235
103;563.84;061.30;170.513
104;636.26;060.97;169.312
105;557.96;061.43;166.472
106;634.20;060.95;163.910
107;560.57;060.30;162.904
108;650.41;060.34;165.203
109;551.76;062.36;168.293
110;629.83;062.19;163.996
111;549.12;062.20;165.146
112;640.33;061.02;164.040
113;554.64;063.85;171.798
114;644.26;059.22;164.697
115;555.88;060.08;165.727
116;631.09;062.44;170.867
117;561.88;059.53;163.399
118;630.06;059.91;167.260
119;557.50;062.09;166.499
120;638.07;061.20;170.934
121;555.35;062.61;169.126
122;638.91;061.28;166.406
123;549.40;061.09;162.443
124;633.94;058.45;167.682
125;556.27;063.59;172.352
126;631.66;062.59;176.630
127;562.44;063.60;172.667
128;567.98;058.10;167.062
129;552.52;059.56;173.517
130;579.31;057.69;171.585
131;551.32;060.24;168.612
132;576.79;057.02;171.901
133;549.27;059.02;170.044
134;565.56;055.82;168.234
135;550.27;056.66;164.388
136;575.00;057.73;172.647
137;539.26;057.75;166.593
138;574.55;057.64;175.722
139;549.40;062.58;178.691
140;584.51;056.78;176.641
141;553.38;058.83;171.508
142;573.71;056.63;175.376
143;537.95;059.13;175.887
144;579.54;057.79;179.997
145;554.21;056.21;173.574
146;578.12;056.97;179.564
147;546.83;056.98;174.599
148;580.05;057.80;187.174
149;549.81;059.88;180.047
150;576.61;059.62;186.454
151;545.90;056.37;176.179
152;575.64;057.22;183.332
153;553.51;057.65;181.695
154;577.95;054.40;180.142
155;550.84;058.25;185.665
156;571.82;056.95;186.297
157;548.75;060.25;190.782
158;574.71;057.91;192.176
159;546.45;057.76;187.091
160;591.21;056.74;197.201
161;551.51;060.14;196.132
162;569.68;055.20;187.556
163;552.63;061.32;199.753
164;575.06;056.20;200.801
165;542.23;057.31;197.762
166;577.36;054.13;191.887
167;545.42;059.99;197.523
168;577.77;057.04;195.667
169;545.83;060.90;203.603
170;585.73;054.27;196.213
171;536.31;058.76;201.731
172;580.89;055.70;201.950
173;547.00;057.86;197.966
174;574.58;055.00;200.048
175;549.24;057.03;208.191
176;571.70;056.35;202.936
177;548.70;058.35;210.542
178;576.77;056.69;216.838
179;547.63;058.70;207.042
180;578.72;054.19;200.999
181;548.14;059.30;220.092
182;579.33;056.04;223.888
183;546.01;059.24;218.767
184;590.74;055.97;215.464
185;550.81;053.89;210.798
186;580.94;056.27;226.337
187;543.38;058.66;226.152
188;582.61;057.89;234.098
189;546.12;060.09;230.468
190;578.16;057.13;224.278
191;544.73;058.06;217.478
192;518.06;061.24;225.247
193;610.69;060.02;228.524
194;524.15;062.19;227.907
195;636.58;060.83;234.029
196;523.85;060.57;235.917
197;610.21;056.68;231.829
198;520.02;060.54;237.150
199;596.67;058.86;235.878
200;523.34;059.52;237.603
201;598.01;057.19;239.000
202;523.43;058.60;234.576
203;607.63;058.93;247.120
204;528.11;061.83;248.012
205;608.57;060.02;253.117
206;525.83;058.77;255.248
207;606.67;059.01;258.270
208;529.10;061.20;256.033
209;601.86;060.51;258.571
210;526.01;059.36;259.162
211;599.52;060.15;262.648
212;524.17;061.07;268.729
213;595.94;058.02;259.925
214;523.71;061.02;264.585
215;602.22;058.91;268.466
216;522.32;061.14;266.379
217;610.02;059.59;278.520
218;519.26;059.07;269.818
219;603.05;057.81;271.983
220;518.40;059.99;268.437
221;610.00;058.72;271.372
222;522.62;062.12;271.076
223;594.67;058.14;273.895
224;513.54;060.41;281.721
225;595.33;059.16;276.390
226;520.51;059.96;272.188
227;596.57;059.25;278.507
228;519.54;058.79;275.201
229;600.95;059.24;277.203
230;528.04;062.11;279.566
231;596.66;059.12;269.750
232;513.31;060.98;271.093
233;601.14;060.33;275.347
234;520.28;059.08;271.271
235;614.34;059.25;274.868
236;526.57;062.04;285.382
237;590.52;057.90;273.763
238;521.13;061.02;279.280
239;598.91;058.65;279.336
240;518.04;059.86;273.063
241;600.22;057.79;274.860
242;528.00;062.22;280.167
243;595.50;059.49;284.682
244;529.84;062.06;287.393
245;606.75;060.82;292.160
246;519.67;062.42;293.844
247;599.87;060.30;297.654
248;517.26;059.26;289.455
249;588.81;057.00;296.423
250;526.75;060.00;310.082
251;601.89;057.83;301.059
252;532.21;061.46;307.147
253;608.30;059.75;306.036
254;519.39;062.23;317.648
255;591.58;060.84;312.829
256;558.79;060.55;401.706
257;621.34;062.04;408.934
258;564.93;060.64;398.418
259;613.34;062.37;407.384
260;562.59;061.06;411.729
261;611.02;061.02;402.121
262;561.19;062.40;422.238
263;617.35;061.42;405.776
264;559.19;058.74;403.655
265;613.12;061.14;417.806
266;554.27;062.59;420.939
267;619.77;061.27;414.449
268;557.32;061.05;419.440
269;613.52;063.13;425.251
270;559.05;060.93;422.407
271;617.99;059.93;406.266
272;557.36;056.58;398.110
273;614.53;060.80;419.542
274;555.57;059.93;417.066
275;624.60;061.03;421.270
276;562.15;060.02;412.376
277;623.72;062.23;426.149
278;552.16;059.79;417.522
279;615.80;061.05;418.360
280;560.46;062.79;430.865
281;618.08;061.23;419.495
282;563.34;059.49;419.066
283;622.58;059.99;419.369
284;554.30;061.17;435.349
285;618.28;063.80;446.273
286;553.61;061.84;434.657
287;606.15;062.23;431.494
288;556.35;063.45;430.643
289;611.25;062.20;427.921
290;556.40;062.51;436.127
291;619.55;062.06;431.826
292;561.05;062.03;430.420
293;624.75;062.56;440.264
294;569.16;060.03;422.549
295;624.32;063.77;441.865
296;558.48;063.57;454.077
297;619.40;062.85;450.221
298;565.46;061.32;450.382
299;622.46;062.52;454.726
300;555.84;060.97;447.964
301;619.82;063.01;452.641
302;554.67;061.32;438.438
