Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-02-10;12:47:05
22.9;;23.1;;61.19;;12.34
23.4;;23.9;;60.78;;7.99
22.9;;23.4;;60.70;;8.23
22.9;;23.2;;61.19;;8.95

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;535.72;062.24;112.238
001;615.27;053.59;88.162
002;538.90;061.19;93.058
003;615.44;058.18;93.809
004;543.94;057.85;97.958
005;612.61;057.59;95.972
006;537.59;055.45;92.424
007;603.42;055.01;92.056
008;535.04;058.78;98.834
009;597.51;058.95;100.493
010;527.00;060.34;99.253
011;612.50;059.65;103.373
012;535.91;059.68;102.158
013;613.76;056.68;96.360
014;537.69;056.75;94.290
015;617.27;057.94;96.614
016;544.63;056.66;93.687
017;609.95;057.18;93.246
018;546.45;059.50;96.364
019;615.67;053.79;89.499
020;538.47;060.03;99.113
021;611.90;054.75;96.405
022;539.69;061.17;101.078
023;606.36;057.57;98.329
024;543.55;061.99;96.443
025;597.61;057.96;94.091
026;528.98;056.36;90.630
027;604.28;058.39;91.221
028;538.48;061.13;93.352
029;596.95;059.89;95.972
030;537.92;058.89;94.346
031;602.17;057.48;92.403
032;541.35;057.85;89.422
033;608.78;060.12;94.558
034;541.53;058.28;90.266
035;601.69;057.80;95.953
036;536.55;058.66;92.401
037;603.16;057.63;92.351
038;547.42;062.28;95.621
039;606.53;056.70;93.329
040;540.77;060.58;98.853
041;601.49;058.91;102.150
042;535.50;060.12;104.970
043;606.88;055.78;99.459
044;548.45;061.38;103.064
045;600.96;058.27;100.806
046;536.84;059.48;99.741
047;610.18;058.18;103.427
048;543.28;063.18;104.542
049;602.43;059.22;103.520
050;537.60;060.28;100.021
051;607.59;054.50;95.777
052;548.67;055.93;94.503
053;603.64;056.91;98.333
054;549.16;060.22;100.043
055;613.84;060.11;103.230
056;537.56;059.76;99.040
057;615.25;059.09;97.493
058;536.95;058.66;98.085
059;607.73;057.91;91.188
060;551.17;060.29;85.708
061;597.21;060.47;84.789
062;543.94;061.72;79.494
063;596.85;057.06;74.803
064;642.75;061.26;73.323
065;564.38;058.57;72.286
066;642.82;060.81;74.697
067;554.31;060.81;76.168
068;639.05;061.77;79.379
069;557.94;061.96;76.544
070;636.36;059.16;77.164
071;558.28;061.20;80.718
072;644.25;058.82;86.601
073;555.17;060.07;88.528
074;634.14;061.29;95.231
075;570.21;061.58;96.574
076;642.50;060.54;94.207
077;559.44;062.57;93.067
078;635.69;060.15;94.102
079;557.94;063.07;95.291
080;637.50;063.48;95.771
081;568.49;062.93;92.589
082;632.16;058.98;88.716
083;566.45;063.37;90.080
084;639.12;063.74;96.133
085;563.92;060.87;93.079
086;632.93;058.23;92.843
087;567.97;060.50;89.343
088;652.46;059.20;92.622
089;563.27;063.33;96.890
090;629.93;061.17;91.781
091;555.82;061.55;84.672
092;641.31;061.09;81.211
093;572.37;061.79;79.165
094;635.43;063.25;83.406
095;571.67;060.83;80.296
096;643.51;058.31;79.898
097;561.16;061.37;81.540
098;636.71;056.32;76.959
099;567.04;061.61;78.851
100;644.27;059.34;77.370
101;560.76;061.81;82.050
102;633.97;061.97;79.384
103;566.54;061.74;80.954
104;639.98;060.66;81.391
105;561.32;062.30;80.157
106;637.79;060.17;82.610
107;563.58;060.76;81.693
108;653.93;060.57;80.206
109;554.30;061.48;81.643
110;633.37;062.28;79.018
111;551.88;062.22;79.777
112;643.42;061.05;79.581
113;557.32;063.67;80.784
114;647.43;059.16;77.265
115;558.00;060.07;76.851
116;633.87;062.35;80.178
117;564.61;059.13;77.474
118;632.99;061.18;75.262
119;560.23;061.66;77.537
120;640.90;060.67;79.013
121;558.18;062.93;79.660
122;641.35;061.23;79.812
123;552.09;060.34;76.500
124;636.59;058.96;76.277
125;558.73;063.02;80.492
126;634.13;062.58;79.962
127;565.52;063.24;76.771
128;571.73;057.96;74.076
129;555.20;060.09;75.381
130;583.29;058.07;74.515
131;553.05;059.63;73.860
132;580.96;056.86;75.546
133;552.30;060.02;73.708
134;569.70;055.73;73.803
135;553.05;057.05;72.622
136;579.01;058.07;75.524
137;542.06;058.24;72.744
138;578.59;056.80;78.346
139;552.48;060.74;78.612
140;588.80;057.65;73.001
141;556.44;058.48;74.861
142;577.68;056.69;75.217
143;540.58;058.63;77.101
144;583.07;058.44;76.815
145;557.29;056.70;72.272
146;581.90;058.45;75.467
147;549.89;057.27;74.191
148;584.18;058.82;76.536
149;552.49;059.08;78.638
150;580.66;059.20;78.976
151;549.13;056.00;74.127
152;579.58;056.71;75.615
153;556.68;057.78;73.601
154;581.55;053.95;77.268
155;553.60;058.48;78.545
156;576.00;056.27;78.699
157;551.93;061.13;80.128
158;578.62;057.70;80.520
159;549.50;057.20;78.482
160;595.32;057.14;81.285
161;554.76;060.14;79.541
162;573.03;054.95;77.585
163;555.29;061.09;81.608
164;578.47;056.47;82.304
165;545.50;057.18;82.515
166;581.03;054.94;79.645
167;548.48;059.00;86.605
168;581.38;056.89;86.411
169;548.58;061.25;90.157
170;589.03;054.55;87.381
171;539.69;058.75;87.471
172;584.29;056.00;89.115
173;550.00;056.28;89.436
174;577.69;054.49;87.314
175;552.62;057.37;88.876
176;575.06;056.09;91.606
177;551.15;058.16;94.806
178;580.08;057.46;95.397
179;550.51;057.97;94.846
180;581.79;053.33;94.096
181;550.55;059.79;97.261
182;582.77;056.13;97.872
183;548.89;059.99;95.284
184;593.79;055.49;93.986
185;553.74;054.46;88.543
186;583.53;056.69;93.124
187;546.01;058.81;93.759
188;585.39;058.02;94.571
189;548.79;059.00;94.226
190;580.38;058.08;93.686
191;547.77;058.68;88.407
192;523.51;061.13;87.253
193;616.10;060.26;87.237
194;529.42;061.09;90.020
195;642.61;060.19;91.230
196;529.05;060.75;90.961
