Comment


Housekeeping
temperature low range;temperature high range;voltage;current
16-11-22;10:39:54
22.5;;22.8;;61.19;;12.10
23.0;;23.5;;60.78;;8.23
22.5;;23.0;;60.72;;7.62
22.5;;22.8;;61.19;;8.83

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;532.16;062.78;179.045
001;612.79;054.68;182.376
002;534.70;061.99;199.461
003;612.71;057.89;202.769
004;540.38;059.08;200.641
005;610.04;058.05;206.040
006;533.78;055.72;202.514
007;599.91;055.43;199.472
008;530.53;060.30;212.556
009;595.54;058.59;216.191
010;523.33;061.20;219.560
011;609.93;060.03;219.462
012;531.85;060.34;219.952
013;611.04;057.51;211.416
014;533.76;057.49;213.958
015;614.26;058.82;215.442
016;541.06;057.62;206.540
017;606.36;057.04;208.132
018;542.38;060.46;211.095
019;612.42;053.94;199.761
020;535.03;060.24;215.499
021;608.80;054.91;206.203
022;535.77;061.62;221.239
023;603.33;057.89;218.346
024;540.67;062.30;222.361
025;595.40;058.14;218.537
026;525.98;057.67;208.020
027;601.45;058.33;223.079
028;535.67;061.99;229.498
029;593.76;060.95;230.034
030;534.13;060.19;223.711
031;599.56;058.19;222.858
032;537.15;058.69;219.463
033;606.91;062.01;230.465
034;537.65;059.63;223.169
035;598.63;059.54;225.326
036;533.13;059.17;218.852
037;599.18;058.16;217.262
038;543.75;062.81;224.089
039;604.35;057.39;218.963
040;536.47;061.27;220.937
041;597.92;059.89;216.407
042;531.41;061.09;223.218
043;604.55;056.30;212.140
044;545.31;061.24;223.695
045;598.19;059.16;217.082
046;532.92;060.49;212.788
047;607.64;059.56;216.471
048;540.11;063.52;224.916
049;599.65;059.84;221.459
050;533.53;059.87;223.096
051;604.63;055.37;204.625
052;545.81;056.91;199.240
053;601.33;057.74;209.247
054;545.71;060.31;220.754
055;610.90;061.33;228.987
056;535.36;060.89;216.654
057;612.29;059.82;214.405
