Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-01-13;10:00:34
22.1;;22.3;;61.17;;11.98
22.6;;23.1;;60.80;;8.35
22.1;;22.5;;60.72;;7.87
22.1;;22.4;;61.19;;9.20

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;534.24;063.63;177.923
001;613.86;055.36;134.300
002;537.90;061.58;139.845
003;613.80;057.77;141.134
004;542.34;059.04;140.271
005;610.89;058.44;138.313
006;535.94;057.00;130.678
007;602.00;055.14;133.841
008;532.56;060.26;144.176
009;596.21;059.51;144.062
010;524.73;060.61;148.636
011;611.05;060.44;144.795
012;533.96;059.96;143.922
013;612.17;057.61;136.555
014;536.01;058.19;134.887
015;615.30;058.86;142.756
016;543.18;057.63;132.710
017;607.39;057.50;141.901
018;544.03;060.51;144.350
019;613.58;054.07;129.765
020;536.12;060.41;135.692
021;610.05;055.12;139.950
022;537.12;062.08;153.291
023;604.33;058.12;149.661
024;541.89;062.80;151.558
025;596.43;058.64;153.188
026;526.96;057.18;149.981
027;602.65;058.37;156.787
028;536.98;061.95;160.666
029;595.25;060.71;165.441
030;536.10;060.14;164.567
031;600.46;059.95;161.905
032;540.05;059.24;165.848
033;607.48;061.94;171.675
034;540.13;059.65;167.364
035;600.13;060.37;173.919
036;534.96;059.07;172.883
037;601.80;057.69;171.643
038;546.10;062.71;176.421
039;605.28;057.93;172.218
040;539.55;061.58;178.014
041;600.29;060.01;170.728
042;534.30;062.73;171.427
043;605.27;056.68;168.027
044;547.42;062.10;178.369
045;599.62;059.47;176.699
046;535.18;060.41;177.345
047;608.60;058.95;181.350
048;541.98;063.87;186.847
049;601.09;060.32;187.355
050;535.62;061.08;186.973
051;605.68;055.95;174.548
052;547.82;057.19;171.760
053;602.72;058.17;173.230
054;548.15;060.89;179.019
055;612.72;061.39;187.325
056;536.68;060.91;164.465
057;613.33;060.29;170.254
