Comment


Housekeeping
temperature low range;temperature high range;voltage;current
16-12-08;10:40:41
21.9;;22.2;;61.17;;12.58
22.5;;23.0;;60.80;;8.47
22.0;;22.4;;60.70;;7.99
21.9;;22.3;;61.19;;9.20

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;529.14;064.12;230.378
001;611.55;054.60;208.631
002;533.53;062.12;226.556
003;613.02;058.87;221.917
004;538.02;059.00;225.918
005;608.65;058.25;227.705
006;533.07;056.67;215.316
007;597.15;056.26;223.782
008;528.62;060.08;241.125
009;593.32;059.49;241.867
010;521.18;061.62;242.281
011;609.62;060.05;245.250
012;530.15;061.34;238.772
013;609.15;058.21;230.735
014;532.41;057.71;231.708
015;612.32;059.63;239.772
016;539.21;057.37;228.530
017;605.04;057.36;236.258
018;539.50;061.59;241.985
019;612.29;054.51;219.922
020;531.50;061.42;238.240
021;605.79;055.95;231.704
022;532.56;062.03;250.546
023;602.87;058.95;242.645
024;538.09;063.32;252.497
025;592.94;060.24;251.327
026;523.20;057.97;245.503
027;597.11;059.39;259.768
028;532.67;063.90;263.142
029;592.30;062.33;275.261
030;532.93;061.73;268.783
031;596.61;060.28;276.383
032;534.47;059.91;278.619
033;604.64;063.04;285.353
034;538.31;060.08;272.151
035;597.78;061.27;281.865
036;529.45;061.03;276.101
037;598.53;058.87;274.809
038;541.63;063.52;288.885
039;601.66;058.95;279.249
040;534.72;062.57;281.644
041;596.64;060.58;285.981
042;530.06;063.18;281.129
043;601.78;057.44;272.984
044;541.86;062.79;288.284
045;596.47;060.09;285.649
046;533.56;061.47;273.550
047;607.85;059.41;283.262
048;538.35;065.29;284.594
049;599.67;061.48;274.884
050;531.11;061.36;280.021
051;602.66;056.75;269.331
052;543.64;058.07;271.862
053;601.02;058.61;279.374
054;544.48;062.49;291.176
055;608.91;061.54;318.126
056;534.94;062.00;291.556
057;612.26;060.21;289.810
058;529.70;060.65;282.944
059;603.33;060.19;274.802
060;548.00;063.70;272.474
061;594.10;062.82;277.749
062;539.06;063.14;271.404
063;593.47;058.48;249.789
064;632.91;063.35;254.845
065;560.91;059.95;250.228
066;635.33;062.23;264.471
067;550.89;063.17;263.199
068;632.61;063.67;285.734
069;553.15;063.91;283.674
070;629.76;061.19;281.211
071;552.22;063.02;282.412
072;635.74;061.24;275.915
073;549.72;061.92;277.967
074;626.23;063.35;292.952
075;565.82;064.36;292.283
076;634.79;062.28;295.128
077;554.64;063.38;289.761
078;629.31;062.83;281.395
079;552.70;065.07;292.851
080;627.30;066.04;300.233
081;560.41;065.08;299.813
082;626.20;061.24;282.224
083;560.24;064.33;300.906
084;630.12;066.68;313.277
085;556.99;061.98;298.560
086;625.10;060.48;288.688
087;561.35;061.97;287.063
088;645.11;061.22;287.616
089;557.94;065.05;296.803
090;622.45;061.83;290.967
091;551.73;062.67;289.273
092;630.82;063.39;294.482
093;567.01;063.57;285.414
094;625.74;065.78;295.734
095;564.58;062.71;287.334
096;636.01;060.35;280.252
097;553.15;063.40;289.247
098;628.31;058.73;270.953
099;560.17;063.64;282.453
100;636.82;061.04;271.242
101;555.40;064.38;278.913
102;628.62;062.49;281.163
103;560.98;063.16;279.325
104;634.20;062.96;279.456
105;553.43;063.63;277.539
106;631.09;062.15;270.662
107;555.94;062.33;263.036
108;645.72;062.67;262.135
109;547.71;063.49;270.594
110;625.24;063.83;265.577
111;545.03;063.82;265.064
112;634.99;063.55;262.278
113;550.28;065.97;268.816
114;640.14;061.18;263.431
115;550.12;062.25;267.506
116;628.09;064.55;271.000
117;557.53;060.58;266.574
118;625.86;062.32;265.749
119;553.06;063.64;267.135
120;634.76;063.13;268.178
121;549.59;064.41;270.816
122;634.29;063.19;269.113
123;544.04;062.17;265.068
124;630.71;060.19;265.152
125;553.97;064.63;276.672
126;628.92;064.01;278.027
127;557.00;066.52;270.461
128;564.99;059.94;256.400
129;549.96;061.05;265.641
130;577.20;058.84;261.028
131;548.76;061.48;261.940
132;573.42;059.01;265.286
133;545.37;061.03;263.377
134;561.91;057.00;258.497
135;546.30;058.33;257.129
136;570.69;058.93;266.333
137;535.72;059.96;257.526
138;570.21;059.10;278.380
139;545.95;063.53;284.816
140;580.89;058.91;268.841
141;549.91;059.50;269.229
142;569.61;057.26;276.766
143;533.94;060.88;281.933
144;575.14;059.71;279.211
145;550.19;058.58;267.839
146;574.67;058.76;281.184
147;543.60;058.81;270.434
148;576.62;059.85;284.101
149;546.56;060.42;286.190
150;577.62;061.38;283.218
151;541.14;057.91;274.588
152;573.25;059.32;278.475
153;549.07;059.40;284.999
154;575.59;055.79;286.620
155;546.58;060.19;297.124
156;568.37;058.74;293.663
157;544.85;062.00;305.158
158;571.43;059.28;304.052
159;541.19;059.03;302.810
160;587.69;058.49;316.393
161;547.59;062.17;319.967
162;565.15;056.68;310.734
163;550.23;062.39;328.801
164;571.78;057.86;318.374
165;537.75;059.30;314.125
166;573.67;055.64;308.397
167;543.37;062.23;315.887
168;575.84;059.21;316.561
169;543.03;063.36;325.256
170;586.13;055.57;312.830
171;532.15;060.62;324.909
172;577.85;057.30;323.067
173;545.29;058.85;320.286
174;571.17;056.26;321.899
175;546.40;059.22;323.531
176;569.99;057.32;335.703
177;546.18;060.10;329.294
178;573.48;058.89;337.735
179;545.17;060.33;325.994
180;576.10;055.44;327.583
181;606.37;060.12;244.860
182;577.65;057.88;343.471
183;542.14;061.00;341.472
184;585.93;056.70;345.746
185;550.88;055.97;318.398
186;577.83;058.05;345.180
187;540.38;059.42;340.895
188;580.47;060.07;338.084
189;542.31;061.03;334.454
190;575.41;059.74;327.726
191;539.44;060.06;326.252
192;513.50;063.47;323.453
193;605.14;062.04;336.732
194;581.62;063.02;240.930
195;632.90;063.33;339.662
196;514.96;062.68;351.272
197;604.76;057.89;344.649
198;517.42;060.98;359.135
199;589.72;060.99;361.505
200;522.65;061.15;355.334
201;594.81;058.70;366.265
202;516.81;059.81;376.272
203;664.79;060.44;286.924
204;532.66;063.13;375.724
205;608.59;061.10;385.562
206;523.46;060.11;388.057
207;660.78;060.71;296.907
208;526.33;062.24;394.138
209;599.36;062.22;396.383
210;521.35;061.43;391.476
211;594.53;061.98;396.663
212;582.53;061.52;306.377
213;589.62;059.11;405.756
214;518.73;062.57;401.367
215;594.87;060.05;407.102
216;516.13;063.12;395.307
217;607.43;060.98;397.510
218;514.09;060.41;394.600
219;658.07;058.49;305.564
220;515.66;061.84;392.579
221;607.79;059.86;395.808
222;521.48;063.09;389.786
223;650.06;059.23;294.194
224;511.04;061.72;398.349
225;595.95;060.28;390.907
226;517.42;061.16;396.358
227;591.43;060.97;397.936
228;519.74;061.08;383.055
229;658.48;060.90;301.255
230;524.49;065.74;393.372
231;590.53;061.41;399.235
232;508.55;063.46;402.535
233;593.50;061.30;418.426
234;515.85;060.73;401.171
235;671.24;059.97;311.769
236;584.23;064.75;321.057
237;585.16;059.63;402.696
238;519.87;063.32;406.756
239;654.60;060.48;317.081
240;575.15;061.11;319.959
241;596.01;058.92;412.056
242;521.56;062.71;426.038
243;576.27;061.22;447.954
244;589.14;062.52;328.831
