Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-01-13;10:17:27
22.2;;22.5;;61.17;;12.22
22.8;;23.3;;60.78;;8.47
22.3;;22.7;;60.72;;7.99
22.3;;22.6;;61.19;;9.20

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;527.35;063.99;465.383
001;607.77;055.08;357.273
002;589.79;061.73;280.928
003;606.02;058.70;373.318
004;531.36;059.38;379.080
005;602.54;058.61;374.055
006;581.62;056.01;263.001
007;592.28;055.67;359.962
008;522.06;061.15;381.143
009;586.80;059.94;388.989
010;516.01;061.43;398.724
011;601.59;060.89;394.134
012;521.02;061.05;388.594
013;604.25;057.50;368.850
014;526.49;058.11;364.376
015;609.89;058.93;378.460
016;533.19;057.68;359.209
017;597.44;057.76;381.490
018;531.31;060.11;395.243
019;605.64;054.27;348.072
020;522.47;060.74;366.098
021;601.51;055.63;373.771
022;525.61;061.76;415.276
023;596.17;059.02;397.994
024;532.45;063.32;408.035
025;588.24;059.04;409.671
026;516.23;057.48;400.630
027;595.53;058.00;422.258
028;526.66;062.21;435.112
029;648.44;060.87;345.442
030;527.06;060.94;438.622
031;592.83;058.89;446.499
032;529.37;059.95;448.000
033;598.73;062.36;469.827
034;532.04;060.07;449.865
035;593.24;059.88;473.648
036;523.94;060.18;465.475
037;590.62;059.21;460.164
038;599.51;063.19;381.648
039;597.69;058.96;460.537
040;591.42;061.26;387.014
041;593.77;059.99;464.299
042;585.94;062.15;374.299
043;599.14;056.98;453.004
044;600.89;062.22;386.417
045;589.58;059.93;481.060
046;525.00;061.39;478.435
047;600.13;060.34;486.857
048;597.71;064.75;404.550
049;654.73;060.33;404.928
050;587.07;061.52;404.780
051;599.75;056.15;466.132
052;541.84;058.12;459.258
053;592.29;058.64;473.094
054;537.79;061.19;487.540
055;665.65;061.86;408.773
056;527.09;062.16;436.116
057;667.66;060.24;357.826
058;525.94;060.69;451.808
059;598.11;059.29;447.750
060;604.21;062.20;343.815
061;652.30;062.09;335.565
062;536.61;062.64;411.645
063;590.06;057.70;374.800
064;629.70;062.67;380.760
065;557.72;059.76;388.951
066;629.13;062.07;412.645
067;545.55;062.53;412.949
068;627.95;064.41;424.710
069;550.33;063.82;420.209
070;623.77;062.01;420.050
071;547.80;063.34;412.907
072;631.68;060.16;393.172
073;548.68;061.39;391.507
074;620.70;063.17;416.768
075;625.71;063.22;328.040
076;629.27;062.59;426.024
077;550.99;063.63;427.290
078;622.98;061.40;429.502
079;548.63;065.07;441.544
080;689.27;064.61;355.639
081;562.61;064.89;426.445
082;618.38;061.04;414.834
083;559.27;064.12;423.984
084;625.17;066.45;437.129
085;551.89;063.33;409.292
086;623.12;060.41;402.337
087;558.82;061.77;405.202
088;701.63;060.22;310.676
089;618.72;064.29;337.021
090;617.00;062.05;421.329
091;546.73;062.65;415.259
092;630.04;063.11;399.823
093;566.52;062.25;391.008
094;622.61;064.65;404.640
095;557.11;062.06;396.030
096;631.07;060.25;379.358
097;549.56;062.71;381.217
098;624.06;058.02;347.887
099;557.59;063.78;360.020
100;629.85;060.01;354.853
101;550.38;063.20;365.993
102;620.71;063.29;360.098
103;556.28;063.39;350.462
104;626.05;062.23;349.039
105;551.97;063.35;335.085
106;626.74;061.85;340.950
107;553.88;062.02;334.840
108;640.80;062.13;339.166
109;543.16;063.72;343.093
110;619.38;062.88;344.891
111;540.47;063.57;341.699
112;631.84;062.31;335.445
113;546.17;065.95;339.276
114;636.41;060.80;324.066
115;547.09;061.09;324.039
116;622.21;064.10;320.545
117;553.62;060.67;312.773
118;621.88;062.12;304.764
119;548.37;062.81;309.880
120;629.91;062.53;320.152
121;548.08;063.82;319.708
122;630.31;062.37;320.316
123;540.51;061.43;305.646
124;626.36;060.06;306.738
125;548.90;064.78;310.310
126;622.60;064.63;313.928
127;554.42;065.26;302.713
128;565.19;059.47;273.706
129;551.41;061.59;281.947
130;576.85;059.10;276.755
131;548.21;060.69;276.870
132;574.41;057.28;280.330
133;547.04;060.35;277.106
134;561.76;056.88;271.131
135;548.43;058.17;266.770
136;571.85;058.69;281.913
137;538.38;058.60;270.052
138;571.70;059.35;279.068
139;547.47;063.45;281.084
140;581.46;058.10;271.419
141;551.40;059.64;265.990
142;571.61;057.39;268.249
143;534.30;060.78;274.623
144;576.02;059.04;275.079
145;551.29;058.13;254.618
146;575.15;058.83;268.286
147;544.26;058.04;265.912
148;576.00;059.30;276.489
149;547.06;060.99;268.358
150;574.44;060.05;279.220
151;542.92;057.15;258.131
152;572.38;058.10;263.708
153;551.50;058.82;263.599
154;575.90;055.85;258.595
155;548.65;060.25;266.333
156;569.37;057.82;266.858
157;545.84;062.09;278.076
158;573.26;058.34;276.545
159;543.80;058.15;264.547
160;588.78;057.08;276.637
161;548.93;061.17;276.329
162;567.20;055.69;265.517
163;550.54;062.39;282.840
164;572.33;057.87;277.819
165;538.75;059.02;281.140
166;575.23;055.21;277.097
167;543.98;060.85;289.481
168;574.35;058.11;287.937
169;542.70;062.26;297.538
170;584.04;055.03;283.112
171;533.51;060.27;284.747
172;578.10;055.84;278.195
173;544.24;058.66;273.210
174;572.73;055.61;270.233
175;547.75;058.40;271.685
176;568.74;056.98;277.097
177;544.57;058.93;282.530
178;575.66;057.78;281.719
179;544.00;059.72;282.290
180;576.28;054.84;268.646
181;544.03;060.21;283.464
182;577.29;057.50;276.857
183;541.65;061.14;267.810
184;587.74;056.63;260.094
185;548.02;055.23;253.229
186;578.84;057.21;268.214
187;539.91;059.00;260.611
188;583.63;060.09;259.428
189;543.60;061.03;255.518
190;575.68;058.85;253.142
191;541.69;059.65;244.208
192;517.32;062.41;244.458
193;611.80;061.31;245.146
194;523.75;062.39;248.211
195;635.80;061.86;256.982
196;523.52;061.51;263.653
197;610.50;058.47;253.425
198;520.16;060.96;267.264
199;596.12;060.57;266.093
200;523.23;060.73;269.476
201;597.86;058.50;273.194
202;523.56;059.84;270.288
203;607.61;060.89;274.230
204;528.88;062.60;276.936
205;609.03;060.62;278.855
206;525.86;060.16;276.806
