Comment


Housekeeping
temperature low range;temperature high range;voltage;current
16-12-08;10:20:04
21.6;;21.9;;61.19;;12.58
22.2;;22.7;;60.82;;8.35
21.7;;22.1;;60.70;;7.99
21.7;;22.0;;61.21;;9.32

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;528.18;063.97;296.109
001;609.32;055.95;262.001
002;531.58;063.68;284.904
003;611.76;059.59;276.167
004;537.57;059.89;280.115
005;606.47;059.50;286.530
006;532.11;057.18;273.229
007;596.41;055.77;287.977
008;524.98;061.15;309.568
009;592.94;059.98;306.451
010;519.37;061.91;309.175
011;607.44;061.65;311.508
012;529.43;062.17;303.153
013;609.07;058.58;293.672
014;529.46;058.95;297.289
015;611.51;060.77;302.878
016;538.43;058.15;293.365
017;603.39;058.47;301.352
018;538.31;061.49;311.629
019;609.51;055.29;284.736
020;532.49;061.90;302.014
021;605.82;056.34;291.174
022;531.97;062.89;313.681
023;600.69;058.56;311.288
024;535.81;064.07;313.050
025;592.23;059.31;318.977
026;521.62;058.85;304.486
027;597.75;059.84;320.104
028;531.45;063.48;329.538
029;592.27;062.11;335.958
030;533.89;060.97;329.002
031;596.66;060.39;330.332
032;532.60;060.47;335.689
033;601.80;063.20;348.753
034;534.48;060.59;334.067
035;595.17;061.24;341.744
036;529.83;060.70;332.859
037;597.37;059.09;333.825
038;541.46;064.31;343.884
039;600.27;059.32;333.362
040;537.73;062.11;335.252
041;597.66;061.16;334.242
042;528.91;063.21;334.795
043;599.70;057.90;323.828
044;541.18;062.95;344.973
045;593.69;061.25;333.271
046;528.97;061.32;332.326
047;604.93;060.91;332.992
048;536.45;065.04;339.736
049;597.68;060.08;337.367
050;532.46;061.21;333.915
051;600.91;057.36;319.368
052;542.06;058.51;315.014
053;600.12;059.71;316.753
054;544.03;061.93;336.602
055;606.50;062.94;357.929
056;531.53;062.05;337.169
057;610.42;060.85;327.341
058;531.49;060.83;315.958
059;603.06;059.90;311.674
060;546.41;063.29;312.550
061;592.32;063.76;310.380
062;539.27;063.62;303.296
063;594.25;058.65;279.837
064;637.19;062.64;280.621
065;561.51;060.78;273.099
066;636.01;062.43;284.853
067;551.42;062.43;288.598
068;632.59;064.49;304.701
069;555.22;064.95;302.760
070;632.96;061.68;299.903
071;554.42;063.24;303.341
072;635.88;061.26;299.979
073;552.94;061.82;297.729
074;627.45;063.52;312.913
075;570.09;063.93;314.571
076;637.08;062.64;312.137
077;553.80;064.17;315.709
078;629.28;062.26;307.426
079;553.79;065.12;317.925
080;629.77;066.04;320.617
081;565.30;065.46;315.360
082;625.36;061.00;309.624
083;563.79;064.63;317.194
