Comment


Housekeeping
temperature low range;temperature high range;voltage;current
16-12-08;10:17:53
21.6;;21.9;;61.21;;12.10
22.2;;22.7;;60.80;;8.23
21.7;;22.1;;60.72;;7.38
21.6;;22.0;;61.21;;9.20

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;531.21;064.31;245.409
001;611.94;055.76;201.041
002;534.56;062.45;211.594
003;613.33;058.93;207.028
004;539.31;060.20;206.454
005;609.24;059.34;209.328
006;532.92;056.67;201.876
007;599.49;055.57;209.352
008;529.86;061.25;221.985
009;594.33;059.94;226.051
010;521.78;062.20;226.268
011;609.28;060.87;229.743
012;530.81;061.52;226.318
013;610.00;058.12;220.821
014;533.13;058.24;220.023
015;613.03;059.92;228.754
016;540.28;057.77;216.984
017;606.09;058.02;223.157
018;541.09;061.18;232.639
019;611.44;055.54;211.694
020;533.70;061.15;228.209
021;608.76;056.09;216.037
022;534.94;063.15;233.108
023;602.58;059.86;230.580
024;539.74;063.48;237.947
025;593.62;059.95;237.786
026;524.11;058.51;234.453
027;600.27;059.24;244.349
028;533.69;063.46;251.483
029;593.33;062.44;258.869
030;533.72;061.71;251.618
031;598.16;060.10;256.462
032;537.32;060.08;256.446
033;605.56;062.10;271.026
034;537.11;060.70;256.297
035;598.87;060.22;265.645
036;532.84;060.96;258.967
037;600.03;059.17;258.284
038;543.15;064.00;268.748
039;603.53;059.03;260.152
040;536.78;062.26;266.967
041;598.19;060.84;266.913
042;531.62;062.19;268.249
043;603.51;057.52;254.517
044;545.15;062.78;271.170
045;599.37;060.46;263.955
046;532.86;061.30;263.111
047;607.39;059.83;268.742
048;539.84;064.67;271.931
049;599.21;061.08;264.666
050;533.11;061.98;264.306
051;604.70;056.99;254.256
052;545.05;058.45;253.154
053;601.69;059.25;260.200
054;545.03;061.41;278.775
055;610.20;062.55;291.072
056;534.97;061.48;275.835
057;612.70;060.46;269.075
058;533.61;060.30;260.234
059;603.83;059.70;257.071
060;548.52;062.87;256.354
061;594.52;063.26;257.439
062;540.92;063.34;252.538
063;594.07;058.93;233.369
064;636.54;062.63;233.338
065;560.92;060.12;230.975
066;635.24;062.47;241.020
067;549.80;062.45;245.254
068;632.88;064.14;260.209
069;554.35;064.02;262.157
070;629.18;061.34;263.422
071;553.87;063.28;258.269
072;636.69;060.90;256.711
073;550.59;061.46;260.288
074;626.36;063.23;275.143
075;567.57;064.02;274.102
