Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-02-10;09:44:16
21.9;;22.2;;61.19;;12.58
22.5;;23.0;;60.80;;8.35
21.9;;22.4;;60.70;;8.11
21.9;;22.2;;61.19;;9.20

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;535.80;063.81;197.408
001;615.45;055.08;174.504
002;538.61;061.23;183.361
003;615.90;057.94;179.515
004;543.49;059.14;174.808
005;612.66;057.46;180.463
006;537.30;056.54;169.712
007;603.82;055.52;176.462
008;534.48;060.80;183.595
009;597.82;060.10;183.229
010;526.22;061.79;188.196
011;612.54;060.44;200.853
012;535.50;060.93;197.084
013;613.94;057.45;183.870
014;537.27;058.42;183.181
015;617.12;059.12;190.864
016;544.37;057.93;181.746
017;609.88;058.42;181.211
018;545.90;060.30;191.165
019;615.67;054.09;175.567
020;537.72;060.36;196.131
021;612.04;054.82;194.631
022;538.94;061.35;202.227
023;606.43;058.93;193.587
024;543.12;062.19;203.949
025;597.83;059.14;196.753
026;528.72;057.09;189.756
027;604.31;058.93;194.889
028;538.34;061.88;203.389
029;596.88;061.07;211.130
030;537.54;060.07;205.136
031;602.32;058.95;206.228
032;540.95;059.29;207.639
033;608.89;062.11;219.822
034;541.29;059.14;213.627
035;601.38;060.71;217.751
036;536.32;059.14;217.977
037;603.19;058.38;212.978
038;547.74;062.94;221.439
039;607.22;058.28;217.031
040;540.59;061.13;223.871
041;601.67;059.09;223.782
042;535.37;062.00;218.688
043;606.95;056.41;207.772
044;548.36;062.48;219.733
045;601.14;059.40;217.996
046;536.49;060.19;215.629
047;610.49;059.80;222.405
048;543.00;063.99;228.412
049;602.61;060.56;225.014
050;537.21;060.33;226.928
051;607.75;055.48;214.272
052;548.70;057.69;206.941
053;604.05;058.15;208.136
054;549.26;060.68;214.551
055;614.44;062.11;219.415
056;537.78;061.33;213.094
057;615.48;060.46;210.462
058;537.05;059.22;212.747
059;608.02;058.70;205.609
060;551.39;062.11;202.245
061;597.21;063.31;200.012
062;543.50;061.38;201.738
063;597.15;057.86;182.480
064;642.91;062.04;173.444
065;564.97;058.86;179.527
066;642.63;061.60;185.270
067;554.83;062.24;189.225
068;639.38;063.13;197.815
069;558.63;062.38;197.900
070;636.71;060.69;194.716
071;558.67;062.31;198.238
072;644.22;060.20;195.760
073;556.18;060.66;199.372
074;634.38;063.17;204.202
075;571.31;063.00;210.707
076;642.21;062.74;201.688
077;560.41;062.99;207.513
078;635.89;060.86;204.891
079;558.69;063.93;212.591
080;637.75;064.49;210.635
081;569.18;063.37;208.169
082;632.04;060.43;197.714
083;567.21;064.36;204.908
084;639.18;065.47;209.662
085;564.74;061.28;196.882
086;632.95;059.83;192.490
087;568.58;060.83;192.757
088;652.80;060.03;194.930
089;564.07;065.09;204.323
090;630.06;060.98;200.561
091;556.62;062.40;193.116
092;641.43;061.97;190.817
093;573.05;062.13;189.056
094;635.51;063.56;196.517
095;572.35;061.28;185.743
096;643.99;060.04;178.791
097;561.82;062.01;183.810
098;636.50;058.12;170.915
099;567.83;063.22;182.327
100;644.28;060.19;177.521
101;561.23;063.19;182.588
102;634.02;062.30;182.689
103;567.29;061.73;182.243
104;640.22;061.97;181.360
105;561.65;062.36;180.861
106;637.75;061.11;177.161
107;564.29;062.09;168.481
108;653.77;061.22;172.512
109;554.86;063.12;174.687
110;633.54;062.35;178.431
111;552.71;064.30;175.496
112;643.69;062.14;172.821
113;558.12;064.87;175.990
114;647.53;060.36;166.813
115;558.77;062.01;166.888
116;634.07;063.16;178.577
117;565.47;060.38;168.494
118;633.05;061.73;167.228
119;561.04;063.20;168.852
120;640.96;062.24;171.419
121;559.14;063.43;174.505
122;641.52;062.96;172.584
123;552.88;061.68;166.400
124;636.74;059.09;169.486
125;559.32;065.26;170.794
126;634.58;063.82;174.058
127;566.40;065.09;171.295
128;572.04;058.83;157.452
