Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-02-13;11:56:38
22.0;;22.3;;61.21;;12.34
22.6;;23.1;;60.80;;7.99
22.1;;22.5;;60.70;;8.23
22.1;;22.4;;61.21;;9.07

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;531.74;063.58;181.130
001;611.77;054.33;166.855
002;534.51;061.35;180.743
003;613.35;058.51;179.478
004;540.93;059.17;181.576
005;609.49;058.83;185.162
006;533.81;056.23;186.190
007;600.65;055.31;191.808
008;531.15;061.09;193.092
009;593.41;059.15;199.861
010;524.84;061.50;196.959
011;609.60;060.38;208.204
012;532.03;062.00;205.956
013;610.06;057.89;193.500
014;534.95;058.16;193.185
015;613.76;060.19;194.617
016;542.19;057.02;189.685
017;606.37;057.33;197.063
018;541.86;060.21;202.189
019;611.86;054.83;186.543
020;534.93;061.05;202.830
021;608.46;055.80;196.856
022;536.50;061.41;203.414
023;603.63;057.84;198.205
024;540.21;063.17;203.718
025;593.86;059.30;203.139
026;525.94;057.49;192.872
027;600.96;058.77;197.074
028;535.88;061.52;206.850
029;593.40;061.09;211.961
030;533.88;061.53;204.128
031;598.48;058.72;212.839
032;538.69;058.91;207.438
033;606.66;062.03;217.385
034;537.39;059.21;214.123
035;597.42;060.06;223.735
036;535.09;058.99;224.750
037;600.94;058.36;219.430
038;544.39;063.63;228.961
039;603.19;058.26;222.312
040;538.60;061.21;228.741
041;597.87;060.12;228.228
042;533.47;062.28;224.072
043;603.71;057.00;211.882
044;545.99;062.27;224.062
045;599.24;059.27;222.561
046;534.19;060.04;226.980
047;606.81;060.84;224.345
048;540.48;064.23;230.042
049;599.22;060.48;231.938
050;534.10;060.85;233.233
051;605.32;055.94;218.247
052;546.35;057.78;217.226
053;601.02;058.51;220.579
054;545.50;060.55;231.189
055;611.96;061.20;233.001
056;535.59;061.14;224.928
057;612.71;059.98;225.403
058;533.28;060.01;225.976
059;605.26;059.34;218.858
060;548.79;062.85;215.392
061;595.45;062.27;219.946
062;541.85;062.35;217.099
063;594.05;058.16;197.018
064;637.21;062.60;195.782
065;561.85;060.26;190.747
066;636.87;062.33;203.515
067;552.81;062.22;206.755
068;633.33;064.26;216.488
069;555.60;064.06;213.735
070;631.66;060.97;216.334
071;554.33;063.39;216.575
072;638.73;060.52;218.044
073;553.74;061.49;210.554
074;630.71;063.08;219.371
075;568.64;064.28;218.392
076;636.83;062.45;217.483
077;556.53;063.50;216.547
078;630.78;061.27;218.327
079;556.37;064.83;224.352
080;631.00;064.78;231.270
081;564.69;064.48;221.783
082;628.25;061.18;208.556
083;564.54;064.74;217.767
084;633.17;066.13;230.212
085;559.57;062.15;209.271
086;628.35;060.23;210.010
087;565.91;061.29;206.700
088;647.55;060.13;211.726
089;559.83;064.61;222.127
090;624.76;061.36;220.968
