Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-01-13;10:14:57
22.2;;22.5;;61.19;;13.43
22.7;;23.3;;60.80;;8.95
22.3;;22.7;;60.70;;8.71
22.3;;22.6;;61.19;;9.32

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;528.48;063.30;292.221
001;610.15;054.77;248.256
002;532.49;061.86;268.621
003;610.70;057.99;272.192
004;537.05;059.30;271.696
005;606.96;058.09;269.501
006;530.12;056.79;254.974
007;597.10;055.50;257.364
008;527.39;061.15;275.606
009;592.68;058.92;281.365
010;519.57;060.74;287.192
011;606.95;060.36;284.662
012;527.64;060.79;279.419
013;607.55;057.47;269.156
014;530.81;057.77;266.877
015;610.95;059.66;273.169
016;537.93;056.90;262.581
017;603.68;057.90;270.100
018;538.42;060.35;278.801
019;609.39;053.98;250.531
020;530.76;061.00;259.866
021;605.73;055.13;268.508
022;531.82;061.97;295.157
023;600.83;057.99;286.154
024;536.53;062.87;291.591
025;591.44;059.00;291.319
026;521.88;057.86;283.032
027;597.61;059.05;296.348
028;532.28;062.07;307.582
029;591.79;060.93;312.961
030;531.54;060.44;309.834
031;597.25;058.86;312.520
032;535.04;059.22;314.701
033;603.48;062.28;328.063
034;534.80;060.18;314.989
035;595.09;060.10;332.445
036;529.88;059.74;323.591
037;596.49;058.42;323.371
038;540.79;062.95;336.150
039;601.60;057.92;327.413
040;534.20;061.76;334.456
041;595.70;060.34;322.845
042;529.43;061.82;328.285
043;600.91;056.99;316.461
044;543.05;062.10;339.070
045;596.61;059.84;333.110
046;530.22;060.75;336.063
047;604.91;060.25;338.285
048;538.27;064.42;351.129
049;595.61;060.62;355.593
050;531.17;061.51;351.607
051;601.70;055.88;329.410
052;543.14;057.88;325.590
053;600.01;057.91;332.681
054;542.45;061.13;348.637
055;609.25;061.42;361.605
056;533.17;061.29;321.943
057;610.10;060.14;332.113
058;531.33;060.36;330.123
059;602.73;059.25;326.858
060;547.74;062.36;322.404
061;591.34;063.17;319.251
062;538.16;062.49;307.187
063;591.83;057.86;273.109
064;636.18;062.27;287.691
065;561.10;059.27;295.684
066;634.52;061.81;310.389
067;549.57;062.45;313.856
068;631.27;064.39;324.905
069;554.32;063.29;321.538
070;626.71;061.17;326.184
071;553.52;063.16;308.375
072;636.10;060.09;299.401
073;549.92;061.37;297.904
074;625.12;062.46;317.774
075;565.46;063.48;319.703
076;633.86;062.07;323.835
077;555.45;063.08;321.303
078;626.48;061.48;323.641
079;554.23;064.84;327.327
080;628.64;064.78;338.785
081;563.12;064.00;326.912
082;624.19;060.55;310.452
083;560.30;064.54;317.784
084;629.88;065.81;330.380
085;557.14;061.71;311.352
086;624.76;059.54;305.300
087;562.32;061.06;300.332
088;644.38;061.05;301.295
089;556.64;064.66;323.179
090;622.24;061.85;317.059
091;549.72;062.90;307.991
092;632.20;062.89;303.519
093;566.35;062.51;295.123
