Comment


Housekeeping
temperature low range;temperature high range;voltage;current
16-12-08;10:35:29
21.8;;22.1;;61.19;;12.58
22.4;;22.9;;60.80;;8.59
21.9;;22.3;;60.72;;8.23
21.9;;22.2;;61.19;;8.95

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;531.99;063.99;163.036
001;613.15;055.41;145.897
002;535.56;061.73;161.255
003;613.54;058.53;158.827
004;540.57;059.22;159.899
005;610.47;057.99;162.824
006;534.58;056.11;156.001
007;600.80;055.70;158.024
008;531.99;061.76;164.531
009;596.00;060.10;166.970
010;523.16;061.60;173.083
011;609.57;060.04;175.320
012;531.39;061.37;170.980
013;609.63;057.88;167.527
014;534.45;058.19;164.770
015;614.68;059.80;167.224
016;542.95;058.29;156.259
017;608.71;057.09;165.149
018;542.10;061.31;172.606
019;613.23;054.77;157.643
020;534.45;060.97;170.387
021;609.46;056.24;161.077
022;536.57;062.20;175.694
023;603.21;059.18;175.306
024;540.47;063.49;182.831
025;595.69;058.98;181.649
026;525.58;057.88;177.318
027;601.90;059.23;184.947
028;535.73;062.78;194.199
029;595.53;062.41;195.867
030;534.95;061.25;196.895
031;600.66;059.01;202.457
032;538.93;059.49;200.178
033;607.08;062.81;209.352
034;538.55;060.24;202.132
035;600.20;060.38;209.630
036;535.62;059.71;200.923
037;601.68;058.81;200.089
038;544.03;063.60;211.845
039;606.11;058.14;202.920
040;538.95;061.84;206.760
041;598.61;060.03;211.852
042;532.93;062.73;207.168
043;605.21;057.87;196.804
044;545.24;063.65;212.344
045;599.43;060.95;206.416
046;534.99;061.35;204.883
047;608.04;060.87;208.538
048;542.24;065.01;209.801
049;601.26;060.87;207.524
050;535.02;062.32;207.682
051;606.76;056.01;205.233
052;546.59;058.62;202.389
053;604.02;058.56;213.927
054;548.64;060.95;229.661
055;610.84;062.17;241.830
056;535.36;062.01;226.355
057;615.15;061.47;217.329
058;534.41;061.20;217.346
059;606.60;059.29;215.216
060;550.21;063.06;214.938
061;595.17;063.42;216.898
062;542.87;063.37;210.831
063;595.73;058.59;195.685
064;635.69;062.94;201.897
065;559.79;059.56;204.252
066;637.14;062.07;210.478
067;553.07;062.58;213.135
068;634.61;064.05;226.726
