Comment


Housekeeping
temperature low range;temperature high range;voltage;current
16-12-08;10:43:29
21.9;;22.2;;61.17;;12.34
22.5;;23.0;;60.78;;8.47
22.0;;22.4;;60.70;;8.11
22.0;;22.3;;61.19;;9.20

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;530.59;063.70;200.834
001;611.86;055.26;179.988
002;534.21;062.28;194.756
003;613.95;058.86;191.823
004;539.36;059.32;195.263
005;609.28;058.66;198.264
006;532.56;056.96;189.596
007;600.05;055.34;194.182
008;530.00;061.17;206.136
009;594.36;059.56;209.301
010;522.09;061.31;212.283
011;609.11;060.43;213.836
012;531.35;060.91;209.954
013;610.12;057.84;203.304
014;532.40;058.30;203.232
015;613.33;059.62;211.132
016;539.38;057.13;203.764
017;605.28;057.19;210.220
018;541.10;061.22;213.153
019;612.53;054.14;195.842
020;533.35;061.05;210.066
021;608.78;055.57;200.259
022;534.82;061.80;220.256
023;602.64;058.40;218.846
024;538.85;062.97;225.393
025;594.23;059.05;224.944
026;524.55;057.45;220.270
027;600.76;058.93;227.247
028;535.06;062.55;237.321
029;593.53;061.37;246.942
030;533.43;061.45;240.647
031;598.48;059.55;248.547
032;537.26;059.70;247.695
033;606.26;062.17;259.960
034;537.58;060.27;247.498
035;598.00;061.08;252.527
036;532.96;060.17;248.415
037;599.88;058.41;249.008
038;543.47;063.44;258.658
039;603.92;059.16;247.155
040;536.46;061.88;256.773
041;598.57;060.63;254.971
042;530.67;062.23;256.193
043;603.05;057.82;244.542
044;544.02;062.79;261.699
045;598.29;060.06;257.422
046;532.48;060.79;256.328
047;606.38;060.18;258.040
048;539.91;064.04;262.560
049;599.99;060.21;255.893
050;533.07;061.67;252.717
051;604.02;056.40;250.720
052;545.12;057.84;249.514
053;601.78;058.56;257.137
054;544.84;062.24;268.953
055;611.36;061.61;287.703
056;534.16;061.62;272.742
057;613.00;061.12;262.371
058;533.66;060.09;260.129
059;605.45;059.75;252.538
060;548.72;062.15;259.119
061;594.11;062.90;257.478
062;541.62;062.87;249.125
063;594.35;058.49;231.070
064;635.30;062.43;237.824
065;560.86;059.50;234.467
066;635.79;062.05;243.997
067;549.80;062.62;249.192
068;632.62;063.86;262.032
069;553.79;063.68;266.893
070;629.75;061.29;262.239
071;552.73;063.15;262.942
072;636.87;060.68;262.605
073;549.97;062.14;259.270
074;627.22;062.71;277.663
075;565.43;064.44;274.513
076;634.78;063.02;273.225
077;554.84;063.52;269.080
078;629.22;061.15;272.202
079;551.92;065.53;274.585
080;629.74;064.88;285.321
081;562.25;064.42;279.290
082;623.70;060.61;276.182
083;561.27;064.79;281.819
084;631.36;066.05;294.601
085;557.19;062.28;281.337
086;626.10;060.23;271.015
087;562.49;061.29;270.879
088;645.65;060.63;272.156
089;557.23;064.81;281.011
090;622.57;061.90;277.458
091;550.22;063.51;272.675
092;633.08;063.11;279.147
093;566.95;062.86;274.101
094;627.50;065.14;280.076
095;565.83;061.45;277.481
096;637.23;060.20;267.050
097;554.49;063.39;274.041
098;629.82;058.14;258.199
099;560.67;064.09;266.086
100;636.44;061.12;258.407
101;554.17;064.20;270.527
102;626.17;063.70;268.881
103;560.39;063.50;266.409
104;631.97;062.81;271.624
105;554.53;063.03;266.776
106;630.15;062.33;260.705
107;557.35;062.17;250.144
108;647.30;062.60;252.093
109;548.03;064.22;259.952
110;627.14;063.24;257.238
111;544.92;063.62;258.423
112;636.25;063.05;251.643
113;550.48;065.06;264.084
114;640.49;061.70;253.725
115;551.93;062.15;257.387
116;628.66;063.77;262.164
117;558.32;060.64;252.810
118;626.81;061.62;258.900
119;554.15;062.29;264.512
120;635.88;062.61;260.691
121;552.40;064.05;261.098
122;635.50;062.86;261.598
123;545.52;061.71;257.077
124;630.58;059.63;261.025
125;552.66;064.96;268.415
126;629.11;063.84;271.562
127;558.29;065.64;267.316
128;564.96;059.70;249.890
129;550.90;060.64;261.275
130;575.84;058.50;258.955
131;549.39;061.10;255.918
132;573.72;058.75;260.043
133;547.11;059.82;259.645
134;563.02;056.83;252.126
135;546.53;058.80;248.219
136;572.14;058.54;262.488
137;536.41;058.91;255.417
138;570.90;059.62;271.249
139;546.66;063.27;275.075
140;582.14;058.11;265.754
141;550.49;059.77;260.092
142;569.49;057.45;267.662
143;535.06;060.71;274.694
144;576.42;059.04;273.683
145;550.26;057.90;262.426
146;574.32;059.48;271.859
147;543.47;058.30;263.925
148;576.51;059.62;278.108
149;545.53;060.99;277.095
150;573.40;060.80;284.314
151;542.34;057.75;267.358
152;572.46;058.55;274.676
153;549.14;059.51;276.212
154;575.62;055.64;275.471
155;548.39;060.09;283.982
156;568.69;058.01;287.698
157;546.00;062.20;291.386
158;572.19;059.19;293.659
159;542.29;059.77;285.606
160;588.65;058.38;302.492
161;548.82;061.26;310.428
162;566.15;055.92;299.558
163;549.93;062.42;315.239
164;571.51;057.87;303.001
165;538.55;059.03;297.734
166;575.30;055.83;288.272
167;542.25;061.14;306.613
168;575.70;058.48;301.834
169;542.96;062.24;309.684
170;583.39;055.68;297.536
171;533.28;060.20;304.581
172;579.26;056.59;304.022
173;543.85;058.75;303.402
174;571.85;055.95;303.038
175;545.75;059.42;300.257
176;569.23;058.11;307.280
177;545.56;059.35;310.432
178;574.29;057.99;317.350
179;544.14;058.98;309.671
180;577.46;055.92;296.390
181;544.12;061.10;318.472
182;576.03;057.57;321.576
183;542.73;060.20;316.944
184;587.78;057.25;313.927
185;548.18;056.27;294.194
186;579.34;057.82;316.011
187;540.21;059.68;309.472
188;580.07;059.66;312.012
189;543.31;061.51;299.288
190;577.04;058.82;299.776
191;541.07;060.01;294.138
192;515.36;062.18;299.569
193;608.48;061.46;306.272
194;521.09;063.03;307.738
195;633.85;061.80;318.712
196;521.75;061.15;320.211
197;607.84;058.30;309.934
198;516.14;061.33;326.536
199;594.73;060.52;323.860
200;521.53;061.00;326.666
201;595.88;059.50;326.870
202;520.88;059.60;336.286
203;606.48;060.78;345.361
204;524.23;063.43;349.005
205;605.76;061.11;352.133
206;523.69;060.40;347.337
207;602.49;060.95;350.421
208;526.51;062.22;351.619
209;600.27;061.98;355.656
210;523.77;061.26;348.036
211;598.54;061.59;353.195
212;521.25;062.38;360.155
213;593.44;058.75;357.552
214;520.11;062.30;359.373
215;599.50;060.20;359.304
216;519.33;061.90;354.276
217;608.29;060.93;353.098
218;515.27;060.23;350.906
219;599.61;060.10;352.216
220;515.29;060.96;354.427
221;608.51;060.07;347.874
222;521.13;063.16;346.278
223;591.82;059.82;345.246
224;510.22;062.23;351.536
225;590.77;060.44;352.684
226;516.57;062.15;343.564
227;593.42;060.73;349.712
228;516.26;060.97;343.644
229;597.38;060.10;357.176
