Comment


Housekeeping
temperature low range;temperature high range;voltage;current
16-12-08;10:38:24
21.9;;22.2;;61.19;;12.46
22.5;;22.9;;60.80;;8.59
21.9;;22.4;;60.70;;7.50
21.9;;22.2;;61.21;;8.83

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;531.69;063.36;191.452
001;612.48;055.74;167.099
002;534.84;062.21;183.232
003;613.56;058.24;184.022
004;540.37;059.21;183.409
005;610.76;058.68;184.108
006;533.57;056.55;178.861
007;600.65;055.33;182.399
008;530.42;060.98;193.284
009;594.08;059.55;198.515
010;522.53;061.83;198.986
011;610.02;060.13;201.080
012;532.26;061.32;195.942
013;611.46;057.84;187.607
014;533.48;058.15;190.734
015;614.09;059.46;195.606
016;540.87;057.89;186.321
017;606.69;057.98;192.271
018;541.75;061.16;199.836
019;612.55;054.66;181.306
020;533.80;061.57;194.026
021;609.13;055.04;188.700
022;535.28;062.35;200.431
023;603.21;058.82;198.623
024;539.48;063.02;209.459
025;595.01;058.74;209.417
026;525.94;057.88;201.598
027;601.44;059.14;210.708
028;534.35;063.04;216.258
029;594.74;061.60;223.227
030;534.32;061.19;222.050
031;599.88;059.36;224.177
032;538.16;059.20;227.998
033;605.62;062.80;236.224
034;538.23;060.47;223.502
035;598.90;060.93;229.801
036;533.09;060.14;226.189
037;600.75;058.07;227.114
038;544.25;063.51;232.686
039;604.50;058.89;225.921
040;537.00;062.22;230.450
041;598.29;061.01;230.765
042;531.97;062.42;232.077
043;604.15;057.35;220.905
044;545.45;062.41;235.529
045;598.40;059.97;230.078
046;533.45;061.17;226.427
047;607.25;060.54;228.748
048;540.17;063.79;235.380
049;600.51;061.40;224.855
050;534.01;062.22;225.103
051;604.67;056.01;221.384
052;545.59;058.26;216.243
053;602.63;058.91;222.876
054;546.41;061.34;237.780
055;611.05;061.29;256.358
056;534.76;061.37;239.809
057;612.73;060.19;233.504
058;533.99;060.60;223.642
059;605.80;059.26;220.708
060;549.51;062.35;222.895
061;595.06;062.86;223.279
062;541.52;062.82;216.621
063;594.43;058.66;197.615
064;637.85;062.24;202.438
065;560.52;059.69;201.166
066;637.78;061.96;206.681
067;551.27;062.59;209.420
068;633.48;064.51;222.179
069;555.26;063.68;225.701
070;632.39;060.92;222.817
071;554.89;062.64;221.997
072;638.44;060.95;221.098
073;551.79;061.30;219.814
074;628.53;063.16;234.824
075;567.08;064.01;233.026
076;636.66;062.69;230.699
077;556.29;063.26;228.967
078;630.46;061.52;228.019
079;552.91;064.81;233.245
080;632.57;065.21;237.497
081;564.81;065.06;232.631
082;626.33;060.27;230.532
083;561.66;064.80;237.915
084;633.98;066.04;247.721
085;559.72;062.19;232.645
086;628.30;060.16;228.359
087;564.65;061.82;223.898
088;647.85;061.17;226.497
089;558.88;064.79;237.718
090;625.01;062.38;229.878
091;551.16;062.75;231.794
092;636.13;062.52;232.683
093;567.73;063.29;227.530
094;629.87;065.09;234.500
095;567.45;061.71;229.259
096;639.05;060.68;220.077
097;557.41;063.32;225.645
098;631.99;058.33;214.293
099;563.22;063.51;218.939
100;638.67;059.82;217.402
101;556.54;064.58;218.481
102;628.49;063.58;222.694
103;562.30;063.18;219.647
104;634.41;062.83;221.931
105;556.30;063.24;217.898
