Comment


Housekeeping
temperature low range;temperature high range;voltage;current
17-02-15;16:34:57
22.9;;23.1;;61.21;;12.58
23.4;;23.9;;60.78;;8.71
22.9;;23.4;;60.70;;8.47
22.9;;23.3;;61.19;;9.56

Diode settings
address;bias current (hex);modulation current (dec);modulation current (hex);enabled/distabled

channel;pedestal / ADC counts;gain / ADC counts;mean number of pixels
000;532.09;062.00;95.412
001;616.71;053.20;87.342
002;534.69;060.37;94.920
003;617.39;057.19;93.910
004;539.96;058.35;93.693
005;613.84;057.68;94.200
006;533.57;055.12;92.459
007;605.42;054.23;92.400
008;530.49;058.91;101.449
009;598.86;058.87;100.286
010;522.74;060.94;100.644
011;614.08;059.03;105.297
012;531.77;059.91;106.757
013;615.47;056.66;100.023
014;533.49;056.73;102.041
015;618.58;059.36;101.202
016;540.54;057.14;98.534
017;611.59;056.21;98.702
018;542.33;059.81;101.617
019;616.81;053.21;96.018
020;534.20;059.88;103.336
021;613.62;054.41;101.434
022;535.51;061.29;105.586
023;607.31;057.96;100.858
024;539.48;062.63;107.226
025;599.49;057.61;107.084
026;525.27;055.84;105.310
027;605.97;057.84;108.705
028;535.09;061.23;111.432
029;598.86;058.95;119.636
030;534.09;060.65;117.351
031;603.24;058.08;124.946
032;537.88;058.13;125.294
033;610.98;060.63;131.890
034;537.73;059.48;128.094
035;603.19;059.00;135.941
036;532.86;059.01;131.559
037;605.12;057.59;127.935
038;543.67;062.27;134.312
039;608.73;057.20;127.630
040;537.01;060.37;132.575
041;602.78;059.59;131.171
042;531.76;061.07;132.241
043;608.51;056.62;126.040
044;544.69;061.80;132.780
045;602.74;058.64;129.251
046;533.61;059.56;129.521
047;611.82;058.97;134.476
048;539.34;063.32;140.843
049;604.12;060.03;135.548
050;533.86;061.29;132.681
051;609.78;055.03;128.141
052;545.50;057.03;125.211
053;606.02;057.44;127.955
054;545.47;060.10;131.299
055;615.69;060.75;137.967
056;534.46;060.20;131.118
057;617.09;060.13;127.882
058;533.08;058.89;129.535
059;609.56;058.19;126.431
060;547.49;062.37;124.165
061;598.81;061.05;125.977
062;540.09;061.99;118.375
063;598.74;056.99;105.746
064;643.79;061.98;111.780
065;565.29;059.36;111.415
066;643.74;061.65;116.668
067;554.20;061.45;119.832
068;639.94;063.21;121.826
069;558.74;062.24;122.564
070;637.59;060.06;122.707
071;558.68;062.09;119.917
072;644.85;059.98;119.724
073;555.97;060.69;119.649
074;635.01;061.60;125.181
075;571.37;063.05;123.524
076;643.43;061.13;123.169
077;559.68;063.03;123.985
078;636.76;061.10;120.229
079;558.62;062.94;127.062
080;638.84;063.73;127.247
081;569.01;063.28;124.033
082;633.42;059.59;118.773
083;567.08;063.25;123.160
084;639.50;064.68;129.113
085;564.41;061.48;120.210
086;634.25;059.09;118.546
087;568.62;061.04;115.383
088;653.65;059.25;117.116
089;563.51;063.52;123.621
090;631.07;060.87;116.532
091;555.96;061.93;117.853
092;642.11;062.34;117.343
093;573.13;060.93;114.619
094;636.00;062.80;114.498
095;572.62;060.63;113.182
096;644.96;058.97;111.371
097;561.86;061.44;114.424
098;638.28;057.00;105.265
099;567.91;062.31;109.947
100;644.66;058.81;106.184
101;561.27;061.89;105.078
102;634.65;062.09;101.998
103;566.65;061.16;101.924
104;640.47;061.27;97.733
105;561.46;061.12;95.119
106;638.86;060.72;92.789
107;564.53;060.68;90.634
108;654.23;060.34;92.527
109;554.78;062.89;91.332
110;634.19;062.12;89.896
111;552.78;062.64;89.824
112;644.36;061.12;90.058
113;557.84;063.30;93.531
114;648.44;059.05;87.674
115;558.50;060.84;86.506
116;635.42;062.12;89.934
117;565.13;059.54;84.304
118;633.85;060.67;83.968
119;560.39;062.00;86.696
120;641.74;060.26;88.166
121;558.67;062.04;88.269
122;642.41;062.18;85.660
123;552.23;060.20;86.224
124;636.99;058.80;86.462
125;559.33;064.11;91.307
126;635.57;063.20;98.590
127;565.46;064.90;89.227
128;573.58;058.46;78.097
129;557.02;059.87;78.102
130;585.49;057.91;78.404
131;554.17;059.94;78.850
132;583.03;056.77;79.581
133;553.73;058.84;78.577
134;571.28;054.97;78.267
135;554.23;057.79;74.337
136;580.91;057.57;81.324
137;543.23;057.64;78.775
138;580.52;058.41;81.483
139;553.82;061.60;84.828
140;590.82;056.54;81.375
141;557.89;057.96;79.712
142;579.44;056.23;80.709
143;541.70;059.19;82.730
144;585.37;058.36;83.943
145;558.56;056.71;80.813
146;583.72;058.16;83.635
147;551.19;057.38;81.262
148;585.97;057.80;87.688
149;553.92;060.56;86.935
150;582.20;060.03;89.518
151;550.35;055.85;86.195
152;581.79;057.19;86.513
153;558.14;057.88;84.504
154;583.61;055.04;86.340
155;555.20;059.09;88.659
156;577.47;057.04;89.193
157;553.42;060.70;93.198
158;580.48;057.78;92.519
159;550.15;057.94;89.964
160;597.31;055.91;96.382
161;555.78;060.00;94.970
162;575.00;055.30;91.876
163;556.51;061.12;99.162
164;580.11;057.03;96.715
165;546.73;056.40;97.111
166;583.06;054.70;93.540
167;549.53;060.45;98.095
168;583.30;056.42;99.833
169;549.95;060.98;99.789
170;591.25;054.84;95.117
171;541.32;058.20;98.800
172;586.59;055.98;97.801
173;551.39;057.67;96.951
174;579.21;054.25;97.789
175;553.95;058.12;95.715
176;576.63;056.69;97.912
177;551.98;057.95;102.255
178;581.60;057.08;103.957
179;552.12;058.82;98.143
180;583.24;054.71;95.358
181;551.91;059.74;100.090
182;584.44;056.29;101.103
183;550.02;059.56;101.565
184;595.10;055.42;101.769
185;554.75;054.39;95.096
186;585.18;056.52;99.405
187;547.57;058.33;98.765
